,district,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,number_of_building,number_of_carpark,Address,Agriculture,Other_x,Others,Quotient,work,Ground floor,Lifting machinery,Lifting plane,Not Applicable_x,Other_y,Ramp machinery,Ramp plane,Tower parking,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_y,Prestressed concrete construction,Reinforced concrete construction,See license,See other registration items,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Building,Garage,Land,Premises (land + building),Premises (land + building) + parking space
2395,Xinyi District,34.25,63.0,97.6,3,2,2,1,0,21000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2396,Neihu District,49.87,102.0,299.99,3,2,3,1,1,60000000.0,32.13,3100000,2019,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2397,Zhongshan Area,79.18,89.0,272.35,4,2,2,1,1,60000000.0,78.24,5000000,2019,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2398,Neihu District,51.53,102.0,332.12,3,2,3,1,1,60000000.0,64.26,5500000,2019,10,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2399,Zhongshan Area,47.09,89.0,155.26999999999995,3,2,2,1,1,25500000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2400,Neihu District,40.4,71.0,144.72,0,2,1,1,0,13380000.0,0.0,0,2019,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2401,Neihu District,34.75,103.0,379.95,4,2,3,1,1,83000000.0,0.0,5000000,2019,9,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2402,Zhongshan Area,11.14,107.0,125.49,2,2,2,1,1,29500000.0,0.0,2000000,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2403,Wenshan District,166.0,82.0,347.41,6,3,6,1,1,37600000.0,15.0,0,2019,9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2404,Wenshan District,207.0,78.66666666666667,236.31,5,3,3,1,1,31250000.0,42.61,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2405,Datong District,8.49,108.0,109.59,2,2,1,1,1,19680000.0,19.67,1800000,2019,11,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2406,Daan District,5.0,0.0,0.0,0,0,0,1,0,4140000.0,0.0,0,2019,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2407,Daan District,3.31,96.0,38.78,2,1,1,1,1,14400000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2408,Daan District,14.44,72.0,149.4,2,1,0,1,1,39700000.0,0.0,0,2019,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2409,Daan District,29.0,56.0,80.06,2,1,1,1,0,32880000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2410,Beitou,41.18,107.0,250.9,2,2,2,1,1,48050000.0,39.56,2900000,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2411,shihlin,125.0,0.0,0.0,0,0,0,1,0,6730000.0,0.0,0,2019,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2412,Beitou,25.13,98.0,207.86,4,2,2,1,1,40310000.0,0.0,0,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2413,shihlin,27.55,75.0,130.76,3,2,1,1,1,25000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2414,Beitou,38.87,65.0,115.53,3,2,2,1,0,15000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2415,Beitou,30.58,69.0,106.14,4,2,2,1,0,9500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2416,shihlin,33.42,85.0,245.24,3,2,2,1,1,45500000.0,0.0,0,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2417,Beitou,26.75,64.0,69.14,2,1,1,1,0,5250000.0,0.0,0,2019,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2418,Beitou,144.67,104.0,176.32999999999996,3,2,2,1,1,31390000.0,15.31,2500000,2019,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2419,shihlin,23.74,68.0,79.89,2,1,1,1,0,13000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2420,Xinyi District,29.4,75.0,87.55,3,1,1,1,0,13000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2421,Songshan District,5.98,83.0,57.03,2,1,1,1,1,14100000.0,0.0,0,2019,10,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2422,Xinyi District,3.0,0.0,0.0,0,0,0,1,0,1490000.0,0.0,0,2019,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2423,Songshan District,2.99,79.0,36.34,1,0,1,1,1,8100000.0,0.0,0,2019,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2424,Xinyi District,15.07,107.0,62.4,1,1,1,1,1,17250000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2425,Songshan District,6.48,68.0,27.65,0,0,0,1,1,2750000.0,27.65,0,2019,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2426,Nangang District,20.27,101.0,98.66,3,2,2,1,1,20600000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2427,Songshan District,46.95,93.0,224.76,3,2,2,1,1,38800000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2428,Zhongshan Area,4.96,71.0,54.37,2,1,1,1,1,9800000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2429,Zhongshan Area,5.7,104.0,55.01000000000001,1,1,1,1,1,11450000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2430,Zhongshan Area,47.09,89.0,155.66,3,2,2,1,1,25180000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2431,Neihu District,27.38,69.0,94.69,3,2,2,1,0,12300000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2432,Zhongshan Area,5.11,84.0,34.47,0,0,0,0,1,6360000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2433,Zhongshan Area,30.99,70.0,113.97,4,0,4,1,0,20630000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2434,Neihu District,24.3,69.0,76.21,2,2,1,1,0,11500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2435,Neihu District,40.25,88.0,152.95,3,2,2,1,0,21500000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2436,Zhongshan Area,56.17,65.0,510.34,0,0,0,0,1,75000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2437,Datong District,9.4,108.0,99.34,0,0,0,0,1,32500000.0,0.0,0,2019,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2438,Datong District,23.17,106.0,127.51,3,2,2,1,1,25000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2439,Zhongshan Area,6.74,66.0,35.11,0,0,0,0,0,5000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2440,Zhongshan Area,99.0,0.0,177.52,6,6,6,1,0,39000000.0,0.0,0,2019,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2441,Zhongshan Area,14.24,73.0,52.61,1,1,1,1,0,9080000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2442,Neihu District,5.71,86.0,75.87,0,0,0,1,1,4300000.0,68.44,4300000,2019,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2443,Neihu District,26.69,95.0,145.93,3,2,2,1,1,27280000.0,17.06,0,2019,11,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2444,Neihu District,3.85,101.0,70.67,0,0,0,1,1,5800000.0,70.67,5800000,2019,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2445,Neihu District,3.85,101.0,93.45,0,0,0,1,1,8400000.0,93.45,8400000,2019,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2446,Neihu District,119.4,107.0,926.71,0,0,0,0,1,184200000.0,133.1,0,2019,11,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2447,Neihu District,3.85,101.0,70.67,0,0,0,1,1,6800000.0,70.67,6800000,2019,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2448,Neihu District,4.49,101.0,97.63,0,0,0,1,1,10000000.0,97.63,10000000,2019,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2449,Neihu District,17.01,107.0,239.03,0,0,0,0,1,55880000.0,29.1,2250000,2019,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2450,Neihu District,24.72,107.0,194.88,2,2,2,1,1,57800000.0,33.74,3300000,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2451,Zhongshan Area,7.39,97.0,43.54,1,1,1,1,1,10080000.0,1.65,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2452,Neihu District,32.06,75.0,113.97,3,2,2,1,0,13600000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2453,Neihu District,10.74,95.0,43.02,2,2,1,1,1,10400000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2454,Neihu District,56.76,82.0,192.06,4,2,2,1,1,30000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2455,Zhongshan Area,3.2,66.0,50.53,0,0,0,0,1,23800000.0,0.0,0,2019,10,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2456,Neihu District,19.56,80.0,97.22,2,2,1,1,1,13000000.0,33.9,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2457,Neihu District,25.4,72.0,104.84,3,2,2,1,0,13200000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2458,Zhongshan Area,26.31,66.0,258.13,2,4,3,1,1,49500000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2459,Neihu District,29.73,69.0,92.19,3,2,2,1,0,13380000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2460,Neihu District,27.15,72.0,98.56,3,2,2,1,0,15800000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2461,Zhongshan Area,7.98,84.0,36.49,1,1,1,1,1,7400000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2462,Neihu District,12.35,102.0,130.61,2,2,1,1,1,18800000.0,39.65,0,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2463,Datong District,35.67,0.0,35.7,0,0,0,0,0,7000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2464,Wanhua District,8.21,100.0,110.42,2,2,2,1,1,6700000.0,20.38,0,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2465,Wanhua District,22.05,100.0,317.81,3,2,4,1,1,53600000.0,23.9,0,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2466,Datong District,1.31,67.0,33.09,1,1,1,1,1,4300000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2467,Datong District,100.0,0.0,166.48,0,0,0,0,0,38500000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2468,Datong District,22.32,101.0,120.98,2,1,1,1,1,20750000.0,32.17,0,2019,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2469,Zhongzheng District,3.44,86.0,33.54,1,1,1,1,1,10200000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2470,Datong District,1.04,67.0,25.59,1,1,1,1,1,3400000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2471,Wanhua District,26.17,66.0,108.97,4,2,2,1,0,10500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2472,Datong District,21.92,106.0,226.96,4,2,2,1,1,50160000.0,35.84,3000000,2017,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2473,Wanhua District,3.79,101.0,49.13,1,1,1,1,1,10000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2474,Datong District,45.91,70.0,561.17,0,0,0,0,1,76400000.0,0.0,0,2019,11,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2475,Zhongzheng District,21.1,76.0,217.26,4,2,2,1,1,54200000.0,0.0,0,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2476,Datong District,16.93,72.0,124.87,3,2,2,1,1,15000000.0,0.0,0,2019,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2477,Wanhua District,1.96,85.0,23.7,0,0,0,0,1,4800000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2478,Datong District,6.05,67.0,29.92,0,0,0,1,1,1800000.0,26.35,1800000,2019,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2479,Zhongzheng District,10.47,107.0,86.87,2,1,1,1,1,16500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2480,Zhongzheng District,8.23,71.0,57.12,2,1,1,1,1,11800000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2481,Wenshan District,16.03,86.0,76.39,2,1,1,1,1,9900000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2482,Zhongzheng District,19.96,62.0,69.04,3,2,1,1,0,10500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2483,Wenshan District,48.09,95.0,342.22,6,3,4,1,1,50880000.0,71.94,0,2019,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2484,Wenshan District,28.18,82.0,127.14,3,2,2,1,1,17420000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2485,Wenshan District,12.54,86.0,40.26,1,1,1,1,1,7300000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2486,Wenshan District,15.33,86.0,55.19,1,1,1,1,0,7500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2487,Zhongzheng District,25.8,76.0,103.73,3,2,2,1,0,16500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2488,Wenshan District,29.1,73.11428571428571,103.22,3,2,1,1,0,7100000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2489,Wenshan District,24.5,62.0625,71.05,3,1,1,1,0,5900000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2490,Wenshan District,26.58,62.0625,93.85,3,2,1,1,0,9000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2491,Wenshan District,13.31,84.0,49.57000000000001,1,1,1,1,1,9000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2492,Wenshan District,76.85,85.0,127.59,3,2,2,1,1,14000000.0,13.67,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2493,Wenshan District,27.26,73.11428571428571,93.31,4,0,3,1,0,12680000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2494,Zhongzheng District,35.0,61.72727272727273,98.47,3,1,2,1,0,7200000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2495,Zhongzheng District,19.45,77.0,112.2,3,2,2,1,1,20800000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2496,Zhongzheng District,5.72,108.0,57.61,1,1,1,1,1,18220000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2497,Zhongzheng District,5.94,108.0,60.65,2,1,1,1,1,18730000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2498,Zhongzheng District,15.88,107.0,158.44,2,2,2,1,0,28800000.0,32.06,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2499,Wenshan District,156.75,107.0,261.31,4,2,2,1,1,37000000.0,70.04,5000000,2019,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2500,Wenshan District,183.0,0.0,0.0,0,0,0,1,0,70361555.0,0.0,0,2019,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2501,Zhongzheng District,12.72,107.0,140.6,2,1,1,1,1,24460000.0,34.71,2500000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2502,Wenshan District,25.98,72.0,86.72999999999998,0,0,0,0,0,7500000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2503,Wanhua District,4.47,108.0,62.34,2,1,1,1,0,11170000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2504,Wanhua District,4.37,108.0,60.83,2,1,1,1,0,11400000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2505,Wanhua District,4.5,108.0,62.63,2,1,1,1,0,11930000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2506,Wanhua District,4.47,108.0,62.34,2,1,1,1,0,11880000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2507,Wanhua District,4.54,108.0,75.31,2,1,1,1,0,12700000.0,12.96,900000,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2508,Wanhua District,5.04,108.0,82.25999999999998,2,1,1,1,0,13600000.0,12.96,900000,2019,11,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
