Index,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
1834,18.0,Address,70.0,66.38,2,2,1,1,0,12800000.0,192829.16541126848,0.0,0,2019,4,1949.0,2,1,0
1835,26.52,Address,84.0,88.54,2,2,1,1,0,14800000.0,167156.0876440027,0.0,0,2019,4,1935.0,1,1,0
1837,77.55,Address,76.0,147.26,8,3,4,1,0,27700000.0,188102.6755398615,0.0,0,2019,3,1943.0,2,1,0
1841,15.62,Address,99.0,91.79,1,1,1,1,1,19500000.0,212441.44242292191,23.42,0,2019,4,1920.0,3,1,1
1936,5.79,Address,85.0,26.59,1,1,1,1,1,4100000.0,154193.30575404287,0.0,0,2019,4,1934.0,1,1,0
1938,26.74,Address,100.0,261.76,3,2,1,1,1,56000000.0,213936.43031784843,46.62,2500000,2019,4,1919.0,2,1,1
1941,17.3,Address,107.0,170.51,3,2,2,1,1,26180000.0,153539.3818544367,32.06,2500000,2019,1,1912.0,1,1,1
1999,12.38,Quotient,97.0,130.94,3,2,2,1,1,45000000.0,343668.8559645639,12.77,0,2019,4,1922.0,2,1,1
2004,4.82,Quotient,108.0,55.01000000000001,1,1,1,1,0,17650000.0,320850.7544082894,0.0,0,2019,4,1911.0,2,1,0
2007,6.59,Address,61.0,24.74,0,1,1,1,1,9000000.0,363783.3468067906,0.0,0,2019,4,1958.0,3,1,0
2008,11.19,Address,107.0,114.53,2,1,1,1,1,16800000.0,146686.45769667337,27.49,0,2019,4,1912.0,1,1,1
2009,23.25,Address,61.72727272727273,70.99,2,2,1,1,0,4800000.0,67615.15706437526,0.0,0,2019,4,1957.2727272727273,1,1,0
2010,36.06,Address,98.0,167.07,3,2,2,1,0,29000000.0,173579.93655354044,0.0,0,2019,4,1921.0,1,1,1
2011,21.0,Address,61.72727272727273,56.19,3,2,1,1,0,8800000.0,156611.49670759926,0.0,0,2019,4,1957.2727272727273,2,1,0
2012,7.42,Quotient,68.0,66.2,3,1,1,1,1,9500000.0,143504.53172205438,0.0,0,2019,4,1951.0,4,1,0
2013,13.94,Address,72.0,56.92,2,1,1,1,0,14950000.0,262649.3323963457,0.0,0,2019,4,1947.0,1,1,0
2019,9.45,Address,107.0,84.35,2,1,1,1,1,17200000.0,203912.2703023118,0.0,0,2019,4,1912.0,1,1,0
2020,0.69,Quotient,106.0,33.47,0,0,0,1,1,3200000.0,95608.00717060054,33.47,3200000,2019,4,1913.0,0,0,1
2025,48.6,Address,71.0,149.34,4,2,2,1,0,23000000.0,154010.9816526048,0.0,0,2019,4,1948.0,1,1,0
2026,24.85,Address,108.0,97.74,2,2,1,1,0,21500000.0,219971.35256803766,0.0,0,2019,4,1911.0,1,1,0
2104,28.49,Address,67.0,139.66,4,2,2,1,1,28200000.0,201918.9460117428,0.0,0,2019,4,1952.0,2,1,0
2106,18.92,Address,72.0,103.67,3,2,2,1,0,26500000.0,255618.7903925919,0.0,0,2019,4,1947.0,1,1,0
2142,35.45,Address,77.0,131.44,5,3,3,1,0,35180000.0,267650.63907486305,0.0,0,2019,4,1942.0,1,1,0
2143,15.11,Address,107.0,138.7,3,2,2,1,1,46200000.0,333093.00648882485,0.0,0,2019,4,1912.0,4,1,0
2144,10.11,Quotient,97.0,98.58,2,2,1,1,1,19180000.0,194562.79164130657,0.0,0,2019,4,1922.0,2,1,0
2145,22.83,Address,74.0,88.39,1,2,1,1,0,17000000.0,192329.44903269602,0.0,0,2019,4,1945.0,3,1,0
2148,27.58,Address,74.0,101.49,2,2,2,1,0,19560000.0,192728.34762045523,0.0,0,2019,4,1945.0,2,1,0
2245,8.13,Quotient,108.0,82.08,2,1,1,1,1,26450000.0,322246.58869395714,0.0,0,2019,4,1911.0,2,1,0
2246,7.62,Quotient,108.0,76.96000000000002,2,1,1,1,1,22560000.0,293139.2931392931,0.0,0,2019,4,1911.0,2,1,0
2249,5.72,Quotient,108.0,57.61,1,1,1,1,1,15500000.0,269050.51206387783,0.0,0,2019,4,1911.0,2,1,0
2256,16.1,Quotient,99.0,211.54,3,2,3,1,1,36140000.0,170842.3938734991,43.0,0,2019,4,1920.0,2,1,2
2257,21.66,Address,107.0,211.2,4,2,2,1,1,40000000.0,189393.93939393942,32.06,0,2019,4,1912.0,1,1,1
2258,11.14,Quotient,107.0,128.55,2,2,1,1,1,21800000.0,169583.81952547646,34.71,0,2019,4,1912.0,2,1,1
2259,11.75,Address,70.0,37.94,1,2,1,1,0,9660000.0,254612.5461254613,0.0,0,2019,4,1949.0,2,1,0
2262,12.02,Quotient,71.0,131.65,3,2,2,1,1,31000000.0,235472.8446638815,0.0,0,2019,4,1948.0,1,1,0
2364,16.3,Quotient,78.0,165.47,3,2,2,1,0,39000000.0,235692.27050220585,0.0,0,2019,4,1941.0,1,1,0
2365,4.32,Quotient,98.0,38.15,1,0,1,1,1,14300000.0,374836.1730013106,0.0,0,2019,4,1921.0,3,1,0
2469,3.44,Quotient,86.0,33.54,1,1,1,1,1,10200000.0,304114.4901610018,0.0,0,2019,3,1933.0,1,1,0
2475,21.1,Quotient,76.0,217.26,4,2,2,1,1,54200000.0,249470.6802908957,0.0,0,2019,4,1943.0,3,1,1
2479,10.47,Address,107.0,86.87,2,1,1,1,1,16500000.0,189938.98929434788,0.0,0,2019,4,1912.0,1,1,0
2480,8.23,Address,71.0,57.12,2,1,1,1,1,11800000.0,206582.6330532213,0.0,0,2019,4,1948.0,1,1,0
2482,19.96,Address,62.0,69.04,3,2,1,1,0,10500000.0,152085.74739281574,0.0,0,2019,4,1957.0,10,1,0
2487,25.8,Address,76.0,103.73,3,2,2,1,0,16500000.0,159066.80805938493,0.0,0,2019,4,1943.0,3,1,0
2494,35.0,Address,61.72727272727273,98.47,3,1,2,1,0,7200000.0,73118.71636031277,0.0,0,2019,4,1957.2727272727273,2,1,0
2495,19.45,Address,77.0,112.2,3,2,2,1,1,20800000.0,185383.24420677358,0.0,0,2019,4,1942.0,2,1,0
2496,5.72,Quotient,108.0,57.61,1,1,1,1,1,18220000.0,316264.53740670026,0.0,0,2019,4,1911.0,2,1,0
2497,5.94,Quotient,108.0,60.65,2,1,1,1,1,18730000.0,308821.10469909315,0.0,0,2019,4,1911.0,2,1,0
2498,15.88,Address,107.0,158.44,2,2,2,1,0,28800000.0,181772.2797273416,32.06,0,2019,4,1912.0,1,1,1
2501,12.72,Quotient,107.0,140.6,2,1,1,1,1,24460000.0,173968.70554765293,34.71,2500000,2019,4,1912.0,2,1,1
2520,7.8,Quotient,71.0,98.12,0,0,0,0,1,22260000.0,226865.0631879331,0.0,0,2019,4,1948.0,1,1,0
2537,2.67,Quotient,88.0,28.6,1,1,1,1,0,5900000.0,206293.7062937063,0.0,0,2019,4,1931.0,1,1,0
2545,24.02,Other,76.0,116.32,3,2,2,1,0,27980000.0,240543.32874828068,0.0,0,2019,4,1943.0,1,1,0
2603,12.89,Address,76.0,56.77,0,1,1,1,0,20660000.0,363924.6080676414,0.0,0,2019,4,1943.0,1,1,0
2682,14.06,Address,70.0,57.45,2,1,1,1,0,11500000.0,200174.06440382946,0.0,0,2019,4,1949.0,1,1,0
2685,0.21,Quotient,71.0,0.06000000000000001,2,1,0,1,1,10000.0,166666.66666666663,0.0,0,2019,4,1948.0,1,1,0
2692,0.14,Quotient,85.0,26.83,0,0,0,1,1,1000000.0,37271.71077152441,0.0,1000000,2019,4,1934.0,0,0,1
2701,17.81,Address,107.0,176.61,3,2,2,1,1,31000000.0,175527.9995470245,32.06,0,2019,4,1912.0,1,1,1
2702,9.55,Quotient,107.0,96.94,2,2,1,1,1,31500000.0,324943.2638745616,0.0,0,2019,4,1912.0,2,1,0
2704,27.36,Address,63.0,84.83,4,2,3,1,0,23880000.0,281504.1848402688,0.0,0,2019,4,1956.0,1,1,0
2710,25.88,Address,70.0,83.37,2,2,1,1,0,13840000.0,166006.95693894685,0.0,0,2019,4,1949.0,2,1,0
2711,2.5,Address,96.0,18.28,0,0,0,1,1,1900000.0,103938.73085339168,0.0,1900000,2019,4,1923.0,0,0,1
2714,23.0,Address,61.72727272727273,59.62,2,1,1,1,0,8330000.0,139718.21536397186,0.0,0,2019,4,1957.2727272727273,2,1,0
2717,16.93,Address,91.375,104.94,5,3,3,1,0,30200000.0,287783.49533066514,0.0,0,2019,4,1927.625,1,1,0
2789,3.9,Quotient,97.0,35.14,2,1,1,1,1,10350000.0,294536.14114968694,0.0,0,2019,4,1922.0,2,1,0
2793,27.68,Address,74.41666666666667,96.19,3,2,2,1,1,24500000.0,254704.2312090654,0.0,0,2019,4,1944.583333333333,1,1,0
2819,19.88,Address,99.0,147.67,2,2,1,1,1,27500000.0,186226.0445588136,56.16,3000000,2019,4,1920.0,3,1,1
2869,0.0,Others,85.0,131.06,3,2,2,1,0,15000000.0,114451.39630703494,0.0,0,2019,4,1934.0,0,1,0
2871,39.88,Address,58.0,110.41,2,2,1,1,0,26580000.0,240739.06349062585,0.0,0,2019,4,1961.0,1,1,0
